Organization Name,Direct Cost,Indirect Cost,Funding
ALBERT EINSTEIN COLLEGE OF MEDICINE,352848,236408,589256
ALBERT EINSTEIN COLLEGE OF MEDICINE,226729,151908,378637
ALBERT EINSTEIN COLLEGE OF MEDICINE,1056450,697257,1753707
ALBERT EINSTEIN COLLEGE OF MEDICINE,141000,94470,235470
ALBERT EINSTEIN COLLEGE OF MEDICINE,198235,130835,329070
ALBERT EINSTEIN COLLEGE OF MEDICINE,42232,,42232
ALBERT EINSTEIN COLLEGE OF MEDICINE,378407,230056,608463
ALBERT EINSTEIN COLLEGE OF MEDICINE,479263,241240,720503
ALBERT EINSTEIN COLLEGE OF MEDICINE,200360,132237,332597
ALBERT EINSTEIN COLLEGE OF MEDICINE,151359,99897,251256
ALBERT EINSTEIN COLLEGE OF MEDICINE,237999,159459,397458
ALBERT EINSTEIN COLLEGE OF MEDICINE,121250,81238,202488
ALBERT EINSTEIN COLLEGE OF MEDICINE,42232,,42232
ALBERT EINSTEIN COLLEGE OF MEDICINE,189159,124845,314004
ALBERT EINSTEIN COLLEGE OF MEDICINE,274881,21990,296871
ALBERT EINSTEIN COLLEGE OF MEDICINE,250900,168103,419003
ALBERT EINSTEIN COLLEGE OF MEDICINE,120625,80819,201444
ALBERT EINSTEIN COLLEGE OF MEDICINE,755479,399521,1155000
ALBERT EINSTEIN COLLEGE OF MEDICINE,451613,220976,672589
ALBERT EINSTEIN COLLEGE OF MEDICINE,181517,119801,301318
ALBERT EINSTEIN COLLEGE OF MEDICINE,309006,135636,444642
ALBERT EINSTEIN COLLEGE OF MEDICINE,45732,2179,21011
ALBERT EINSTEIN COLLEGE OF MEDICINE,206872,136536,343408
ALBERT EINSTEIN COLLEGE OF MEDICINE,486990,241879,728869
ALBERT EINSTEIN COLLEGE OF MEDICINE,144667,11573,156240
ALBERT EINSTEIN COLLEGE OF MEDICINE,1050000,84000,592932
ALBERT EINSTEIN COLLEGE OF MEDICINE,532104,241927,774031
ALBERT EINSTEIN COLLEGE OF MEDICINE,312681,206369,519050
ALBERT EINSTEIN COLLEGE OF MEDICINE,184378,121689,306067
ALBERT EINSTEIN COLLEGE OF MEDICINE,994952,656668,1651620
ALBERT EINSTEIN COLLEGE OF MEDICINE,232500,46835,279335
ALBERT EINSTEIN COLLEGE OF MEDICINE,91180,7294,98474
ALBERT EINSTEIN COLLEGE OF MEDICINE,47232,,47232
ALBERT EINSTEIN COLLEGE OF MEDICINE,46265,12029,58294
ALBERT EINSTEIN COLLEGE OF MEDICINE,216000,144720,360720
ALBERT EINSTEIN COLLEGE OF MEDICINE,201875,135256,337131
ALBERT EINSTEIN COLLEGE OF MEDICINE,280963,187741,468704
ALBERT EINSTEIN COLLEGE OF MEDICINE,193460,127684,321144
ALBERT EINSTEIN COLLEGE OF MEDICINE,192000,126720,318720
ALBERT EINSTEIN COLLEGE OF MEDICINE,159600,105336,264936
ALBERT EINSTEIN COLLEGE OF MEDICINE,281533,186227,467760
ALBERT EINSTEIN COLLEGE OF MEDICINE,1330896,59432,1390328
ALBERT EINSTEIN COLLEGE OF MEDICINE,511688,342831,854519
ALBERT EINSTEIN COLLEGE OF MEDICINE,232650,153549,386199
ALBERT EINSTEIN COLLEGE OF MEDICINE,40551,,40551
ALBERT EINSTEIN COLLEGE OF MEDICINE,165652,21829,187481
ALBERT EINSTEIN COLLEGE OF MEDICINE,240537,158754,399291
ALBERT EINSTEIN COLLEGE OF MEDICINE,771614,186376,957990
ALBERT EINSTEIN COLLEGE OF MEDICINE,249800,167366,417166
ALBERT EINSTEIN COLLEGE OF MEDICINE,209888,140625,350513
ALBERT EINSTEIN COLLEGE OF MEDICINE,1690534,336047,2026581
ALBERT EINSTEIN COLLEGE OF MEDICINE,165936,13275,179211
ALBERT EINSTEIN COLLEGE OF MEDICINE,1140173,752514,1892687
ALBERT EINSTEIN COLLEGE OF MEDICINE,193725,127859,321584
ALBERT EINSTEIN COLLEGE OF MEDICINE,140156,93904,234060
ALBERT EINSTEIN COLLEGE OF MEDICINE,723044,36084,759128
ALBERT EINSTEIN COLLEGE OF MEDICINE,209888,140625,350513
ALBERT EINSTEIN COLLEGE OF MEDICINE,354760,212294,567054
ALBERT EINSTEIN COLLEGE OF MEDICINE,241733,159544,401277
ALBERT EINSTEIN COLLEGE OF MEDICINE,166000,111220,277220
ALBERT EINSTEIN COLLEGE OF MEDICINE,782808,125645,908453
ALBERT EINSTEIN COLLEGE OF MEDICINE,282276,62662,344938
ALBERT EINSTEIN COLLEGE OF MEDICINE,186293,122954,309247
ALBERT EINSTEIN COLLEGE OF MEDICINE,419913,281342,701255
ALBERT EINSTEIN COLLEGE OF MEDICINE,205000,137350,342350
ALBERT EINSTEIN COLLEGE OF MEDICINE,374554,250951,575505
ALBERT EINSTEIN COLLEGE OF MEDICINE,288902,189200,478102
ALBERT EINSTEIN COLLEGE OF MEDICINE,1002059,226982,1229041
ALBERT EINSTEIN COLLEGE OF MEDICINE,232650,153549,386199
ALBERT EINSTEIN COLLEGE OF MEDICINE,150000,100500,250500
ALBERT EINSTEIN COLLEGE OF MEDICINE,41608,27877,69485
ALBERT EINSTEIN COLLEGE OF MEDICINE,198235,130835,329070
ALBERT EINSTEIN COLLEGE OF MEDICINE,701269,343890,1045159
ALBERT EINSTEIN COLLEGE OF MEDICINE,257135,165273,422408
ALBERT EINSTEIN COLLEGE OF MEDICINE,1945108,751958,2697066
ALBERT EINSTEIN COLLEGE OF MEDICINE,9260,740,10000
ALBERT EINSTEIN COLLEGE OF MEDICINE,307847,206257,514104
ALBERT EINSTEIN COLLEGE OF MEDICINE,288675,190468,479143
ALBERT EINSTEIN COLLEGE OF MEDICINE,346354,232057,578411
ALBERT EINSTEIN COLLEGE OF MEDICINE,580921,123644,704565
ALBERT EINSTEIN COLLEGE OF MEDICINE,488094,170741,658835
ALBERT EINSTEIN COLLEGE OF MEDICINE,242366,94330,336696
ALBERT EINSTEIN COLLEGE OF MEDICINE,123850,9908,133758
ALBERT EINSTEIN COLLEGE OF MEDICINE,235000,157450,392450
ALBERT EINSTEIN COLLEGE OF MEDICINE,146379,11710,1
ALBERT EINSTEIN COLLEGE OF MEDICINE,189199,124871,314070
ALBERT EINSTEIN COLLEGE OF MEDICINE,189140,124832,313972
ALBERT EINSTEIN COLLEGE OF MEDICINE,124000,9920,133920
ALBERT EINSTEIN COLLEGE OF MEDICINE,210087,138658,348745
ALBERT EINSTEIN COLLEGE OF MEDICINE,237600,156816,394416
ALBERT EINSTEIN COLLEGE OF MEDICINE,190000,127300,317300
ALBERT EINSTEIN COLLEGE OF MEDICINE,120000,80400,200400
ALBERT EINSTEIN COLLEGE OF MEDICINE,206872,136536,343408
ALBERT EINSTEIN COLLEGE OF MEDICINE,117030,78410,195440
ALBERT EINSTEIN COLLEGE OF MEDICINE,138170,11054,149224
ALBERT EINSTEIN COLLEGE OF MEDICINE,228000,150480,378480
ALBERT EINSTEIN COLLEGE OF MEDICINE,189984,125389,315373
ALBERT EINSTEIN COLLEGE OF MEDICINE,209888,140625,350513
ALBERT EINSTEIN COLLEGE OF MEDICINE,236250,155925,392175
ALBERT EINSTEIN COLLEGE OF MEDICINE,209888,138526,348414
ALBERT EINSTEIN COLLEGE OF MEDICINE,237600,156816,394416
ALBERT EINSTEIN COLLEGE OF MEDICINE,213016,17041,138054
ALBERT EINSTEIN COLLEGE OF MEDICINE,303705,168966,472671
ALBERT EINSTEIN COLLEGE OF MEDICINE,257136,18795,269903
ALBERT EINSTEIN COLLEGE OF MEDICINE,408226,266687,674913
ALBERT EINSTEIN COLLEGE OF MEDICINE,195847,129259,325106
ALBERT EINSTEIN COLLEGE OF MEDICINE,417446,31272,448718
ALBERT EINSTEIN COLLEGE OF MEDICINE,1137242,706841,1402079
ALBERT EINSTEIN COLLEGE OF MEDICINE,120000,80400,200400
ALBERT EINSTEIN COLLEGE OF MEDICINE,213525,9490,223015
ALBERT EINSTEIN COLLEGE OF MEDICINE,138503,5664,144167
ALBERT EINSTEIN COLLEGE OF MEDICINE,190000,127300,317300
ALBERT EINSTEIN COLLEGE OF MEDICINE,303068,159538,462606
ALBERT EINSTEIN COLLEGE OF MEDICINE,186523,123105,309628
ALBERT EINSTEIN COLLEGE OF MEDICINE,189199,124871,248591
ALBERT EINSTEIN COLLEGE OF MEDICINE,335271,129001,464272
ALBERT EINSTEIN COLLEGE OF MEDICINE,88642,16750,105392
ALBERT EINSTEIN COLLEGE OF MEDICINE,2713218,661762,3374980
ALBERT EINSTEIN COLLEGE OF MEDICINE,141000,94470,235470
ALBERT EINSTEIN COLLEGE OF MEDICINE,206715,127300,282605
ALBERT EINSTEIN COLLEGE OF MEDICINE,287596,189813,477409
ALBERT EINSTEIN COLLEGE OF MEDICINE,317516,209561,527077
ALBERT EINSTEIN HEALTHCARE NETWORK,95000,49875,144875
ALBERT EINSTEIN HEALTHCARE NETWORK,213427,88644,302071
ALBERT EINSTEIN HEALTHCARE NETWORK,230522,110420,340942
ALBERT EINSTEIN HEALTHCARE NETWORK,409413,54872,464285
ALBERT EINSTEIN HEALTHCARE NETWORK,229944,113822,343766
ALBERT EINSTEIN HEALTHCARE NETWORK,192656,15412,208068
ALBERT EINSTEIN HEALTHCARE NETWORK,221852,50297,272149
ALBERT EINSTEIN HEALTHCARE NETWORK,434369,133805,568174
ALBUS IMAGING LLC,,,299724
ALCHEM LABORATORIES CORPORATION,,,578722
ALCHEM LABORATORIES CORPORATION,,,576137
ALCORN STATE UNIVERSITY,210375,16638,227013
"ALDERON BIOSCIENCES, INC.",,,137329
"ALERE WELLBEING, INC.",561585,78899,640484
"ALERE WELLBEING, INC.",166250,64838,231088
"ALEXANDER BIODISCOVERIES, LLC",,,1000000
ALFRED I. DU PONT HOSP FOR CHILDREN,410815,147551,558366
ALFRED I. DU PONT HOSP FOR CHILDREN,165498,45512,211010
ALFRED I. DU PONT HOSP FOR CHILDREN,1419256,380837,1800093
ALFRED I. DU PONT HOSP FOR CHILDREN,283410,66827,350237
ALFRED I. DU PONT HOSP FOR CHILDREN,150000,54376,204376
"ALGOMEDIX, INC.",,,313424
"ALGORITHMRX, LLC",,,199723
"ALGYNOMICS, INC.",,,320758
ALLEGHENY-SINGER RESEARCH INSTITUTE,127725,10218,137943
ALLEGHENY-SINGER RESEARCH INSTITUTE,150000,70500,220500
ALLEGHENY-SINGER RESEARCH INSTITUTE,453833,154351,608184
ALLEGHENY-SINGER RESEARCH INSTITUTE,293839,138105,431944
ALLELE BIOTECHNOLOGY AND PHARMACEUTICALS,,,199939
ALLEN INSTITUTE FOR BRAIN SCIENCE,211094,159504,370598
ALLEN INSTITUTE FOR BRAIN SCIENCE,225863,191984,417847
ALLEN INSTITUTE FOR BRAIN SCIENCE,152610,119494,272104
ALLEN INSTITUTE FOR BRAIN SCIENCE,260000,203580,463580
ALLEN/LOEB ASSOCIATES,,,349700
"ALLIED INNOVATIVE SYSTEMS, LLC",,,127523
"ALLIED INNOVATIVE SYSTEMS, LLC",,,477956
ALLINA HEALTH SYSTEM,479238,130186,609424
"ALLOSTEROS THERAPEUTICS, INC.",203541,54151,257692
"ALLTRANZ, INC.",173291,56853,230144
"ALLVIVO VASCULAR, INC.",,,959773
"ALPS SOUTH, LLC",,,150007
"ALS BIOPHARMA, LLC",,,286284
ALTAMED HEALTH SERVICES CORPORATION,29760,0,29760
"ALTEC, INC.",,,424766
"ALTEC, INC.",,,318620
ALTOR BIOSCIENCE CORPORATION,,,1062358
"ALTRAVAX, INC.",,,300000
"ALTRAVAX, INC.",,,300000
"ALTRAVAX, INC.",,,298472
"ALTRAVAX, INC.",311561,239902,551463
ALZHEIMER'S DRUG DISCOVERY FOUNDATION,62000,,62000
"AM BIOTECHNOLOGIES, LLC",,,519358
"AM BIOTECHNOLOGIES, LLC",,,230488
"AMAR INTERNATIONAL, INC.",,,399854
"AMBERGEN, INC",,,349212
"AMBERGEN, INC",,,298459
"AMBERGEN, INC",,,487788
"AMBRYX BIOTECHNOLOGY, INC.",,,217059
AMERICAN ACADEMY OF ADDICTION PSYCHIATRY,25000,0,25000
"AMERICAN ACADEMY OF AUDIOLOGY, INC.",31200,,31200
AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,15000,,15000
AMERICAN ACADEMY OF PEDIATRICS,284261,88392,372653
AMERICAN ACADEMY-CHILD/ADOLESCENT PSYCH,1243473,9661,1253134
"AMERICAN AGING ASSOCIATION, INC.",46990,,46990
AMERICAN ASSOCIATION FOR CANCER RESEARCH,74999,,74999
AMERICAN ASSOCIATION FOR CANCER RESEARCH,231480,18518,249998
AMERICAN ASSOCIATION FOR CANCER RESEARCH,74999,,74999
AMERICAN ASSOCIATION FOR CANCER RESEARCH,74999,,74999
AMERICAN ASSOCIATION FOR CANCER RESEARCH,30000,,30000
AMERICAN ASSOCIATION FOR CANCER RESEARCH,380020,30402,410422
AMERICAN ASSOCIATION FOR CANCER RESEARCH,230753,18460,249213
AMERICAN ASSOCIATION FOR DENTAL RESEARCH,46296,3704,50000
"AMERICAN CANCER SOCIETY, INC.",241947,32575,274522
AMERICAN COCHLEAR IMPLANT ALLIANCE FDN,40000,,40000
AMERICAN COLLEGE OF MEDICAL GENETICS,,,2540405
AMERICAN COLLEGE OF RADIOLOGY,934914,42744,977658
AMERICAN COLLEGE OF RADIOLOGY,24375,13163,37538
AMERICAN COLLEGE OF RADIOLOGY,4162402,1226114,5146722
AMERICAN COLLEGE OF RADIOLOGY,15177260,3822459,14566378
AMERICAN COLLEGE OF RADIOLOGY,47792,17512,65304
AMERICAN COLLEGE OF RADIOLOGY,3022442,1297516,2811894
AMERICAN COLLEGE OF RHEUMATOLOGY,53000,0,53000
AMERICAN COLLEGE OF RHEUMATOLOGY,30000,0,30000
AMERICAN DENTAL ASSOCIATION FOUNDATION,314831,134916,449747
AMERICAN GASTROENTEROLOGICAL ASSN/INST,132641,10611,143252
AMERICAN HEART ASSOCIATION,3878513,46764,3925277
AMERICAN INSTITUTES FOR RESEARCH,79483,40414,119897
AMERICAN INSTITUTES FOR RESEARCH,150000,83747,233747
AMERICAN INSTITUTES FOR RESEARCH,357610,185236,542846
AMERICAN INSTITUTES FOR RESEARCH,328709,216291,545000
AMERICAN INSTITUTES FOR RESEARCH,60314,39686,100000
AMERICAN LEGACY FOUNDATION,200000,50602,250602
AMERICAN LEGACY FOUNDATION,50000,37500,87500
AMERICAN LEGACY FOUNDATION,357693,109753,467446
AMERICAN LEGACY FOUNDATION,252849,90670,343519
AMERICAN PAIN SOCIETY,30000,,30000
AMERICAN PAIN SOCIETY,30000,,30000
AMERICAN PHYSICIANS SCIENTISTS ASSN,65705,,65705
AMERICAN PHYSIOLOGICAL SOCIETY,5000,,5000
AMERICAN PHYSIOLOGICAL SOCIETY,165981,13278,179259
AMERICAN PHYSIOLOGICAL SOCIETY,158000,12640,170640
AMERICAN PSYCHIATRIC FOUNDATION,48000,0,48000
AMERICAN PSYCHIATRIC FOUNDATION,43889,,43889
AMERICAN PSYCHOLOGICAL ASSOCIATION,262392,19419,281811
AMERICAN PSYCHOSOMATIC SOCIETY (APS),15000,0,15000
AMERICAN SOCIETY FOR BONE & MINERAL RES,40000,,40000
AMERICAN SOCIETY FOR MICROBIOLOGY,10000,,10000
AMERICAN SOCIETY FOR MICROBIOLOGY,760000,60800,820800
AMERICAN SOCIETY FOR MICROBIOLOGY,9000,,9000
AMERICAN SOCIETY FOR MICROBIOLOGY,15000,0,15000
AMERICAN SOCIETY FOR NANOMEDICINE I,25000,,25000
AMERICAN SOCIETY FOR NEUROCHEMISTRY,27000,,27000
AMERICAN SOCIETY OF ADDICTION MEDICINE,24600,0,24600
AMERICAN SOCIETY OF ANDROLOGY,83914,4940,88854
AMERICAN SOCIETY OF ANDROLOGY,16000,,16000
AMERICAN SOCIETY OF GENE & CELL THERAPY,10000,,10000
AMERICAN SOCIETY OF HEMATOLOGY,267276,21382,288658
AMERICAN SOCIETY OF HEMATOLOGY,40000,0,40000
AMERICAN SOCIETY OF HUMAN GENETICS,30772,0,30772
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",8250,0,8250
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",10000,0,10000
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",10000,,10000
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",8250,,8250
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",12000,,12000
AMERICAN SOCIETY/INVESTIGATIVE PATHOLOGY,15000,,15000
AMERICAN SOCIETY/PARENT & ENTERAL NUTRIT,5000,,5000
AMERICAN SPEECH-LANGUAGE-HEARING ASSN,27896,0,27896
AMERICAN SPEECH-LANGUAGE-HEARING ASSN,138819,47921,186740
"AMERICAN STEM CELL,  INC.",,,335440
AMERICAN TYPE CULTURE COLLECTION,,,1498954
AMERICAN TYPE CULTURE COLLECTION,,,1332403
AMERICAN TYPE CULTURE COLLECTION,,,1648847
AMERICAN TYPE CULTURE COLLECTION,,,5246340
AMERICAN TYPE CULTURE COLLECTION,,,2248430
AMERICAN TYPE CULTURE COLLECTION,,,1049268
AMERICAN TYPE CULTURE COLLECTION,,,1498954
AMERICAN TYPE CULTURE COLLECTION,,,1798745
AMERICAN TYPE CULTURE COLLECTION,,,333101
AMERICAN UNIVERSITY,141000,9252,150252
AMERICAN UNIVERSITY,151233,58981,210214
AMERICAN UNIVERSITY,192000,74880,266880
AMERICAN UNIVERSITY,9180,734,9914
AMERICAN UNIVERSITY,328156,56372,384528
AMERICAN UNIVERSITY,184378,71907,256285
AMERICAN UNIVERSITY,150084,52469,202553
AMERICAN UNIVERSITY,387581,59636,447217
AMERICAN UNIVERSITY OF BEIRUT,189884,15191,205075
AMERICAN UROLOGICAL ASSOCIATION,9000,0,9000
AMERICAN UROLOGICAL ASSOCIATION,10000,0,10000
"AMPLYX PHARMACEUTICALS, INC.",,,347057
"AMPLYX PHARMACEUTICALS, INC.",,,349547
"AMPLYX PHARMACEUTICALS, INC.",,,284518
"AMPLYX PHARMACEUTICALS, INC.",,,300000
"AMPLYX PHARMACEUTICALS, INC.",,,299985
"AMPRION, INC.",,,502343
ANASYS INSTRUMENTS CORPORATION,,,151627
"ANATOMYWORKS, LLC",,,148400
"ANCERA, LLC",,,149949
"ANCORA PHARMACEUTICALS, INC.",,,299248
ANDROSCIENCE CORPORATION,1,0,1
"ANGEL MEDICAL SYSTEMS, INC.",,,580665
"ANGIOMICS, INC.",,,99509
ANGION BIOMEDICA CORPORATION,,,380911
ANGION BIOMEDICA CORPORATION,,,619112
ANGION BIOMEDICA CORPORATION,,,1038130
ANGION BIOMEDICA CORPORATION,,,251048
ANGION BIOMEDICA CORPORATION,,,1002967
ANTAYA SCIENCE AND TECHNOLOGY,,,203840
"ANTEANA THERAPEUTICS, INC.",,,132661
"ANTIOP, INC.",,,1000000
ANTON DE KOM UNIVERSITY OF SURINAME,46296,3704,50000
"APDM, INC.",,,349836
"APDM, INC.",,,341266
"APDM, INC.",,,349224
"APEX THERAPEUTICS, INC.",,,240322
"APK ADVANCED MEDICAL TECHNOLOGIES, INC.",,,525746
"APOCELL, INC.",,,999750
APOGEE BIOTECHNOLOGY CORPORATION,,,300000
"APPLIED BEHAVIORAL RESEARCH, LLC",,,475982
"APPLIED BIOMATHEMATICS, INC.",,,236124
APPLIED BIOTECHNOLOGY INSTITUTE,,,911830
APPLIED GENETIC TECHNOLOGIES CORPORATION,,,154045
"APPLIED INTEGRIN SCIENCES, INC.",,,158842
"APPLIED INTEGRIN SCIENCES, INC.",,,299937
"APPLIED NANOTECH, INC.",,,175056
APPLIED SCIENTIFIC RESEARCH,49000,26344,75344
"APT THERAPEUTICS, INC.",,,288298
"APT THERAPEUTICS, INC.",,,577816
ARADIGM CORPORATION,,,339824
ARADIGM CORPORATION,,,277768
ARBOR RESEARCH COLLABORATIVE FOR  HEALTH,381622,107999,489621
ARBOR RESEARCH COLLABORATIVE FOR  HEALTH,233750,57867,291617
ARBOR RESEARCH COLLABORATIVE FOR  HEALTH,78519,17981,96500
ARBOR RESEARCH COLLABORATIVE FOR  HEALTH,138643,11091,149734
ARBOR RESEARCH COLLABORATIVE FOR  HEALTH,327565,92701,420266
"ARBOR ULTRASOUND TECHNOLOGIES, LLC",,,198831
ARBOR VITA CORPORATION,,,961000
ARBOR VITA CORPORATION,,,94891
"ARCADIA BIOSCIENCES, INC.",,,689501
"ARCHIEMD, INC.",,,470513
"ARCHIEMD, INC.",,,459881
"ARCHIMAGE, INC.",,,747891
"ARGOS THERAPEUTICS, INC.",,,5415284
"ARIDIS PHARMACEUTICALS, LLC",,,999998
"ARIDIS PHARMACEUTICALS, LLC",,,4784675
ARIETIS,,,1000000
ARIETIS,,,290070
"ARISAN THERAPEUTICS, INC.",,,300000
"ARISAPH PHARMACEUTICALS, INC.",,,232852
"ARISAPH PHARMACEUTICALS, INC.",,,147010
"ARISTON MEDICAL , INC.",,,150000
"ARIZONA CANCER THERAPEUTICS, LLC",,,300000
ARIZONA SCIENCE CENTER,179221,13120,192341
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,258942,18843,228872
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,58714,31730,90444
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,406231,18028,424259
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,136981,71915,208896
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,410781,176006,586787
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,248391,52583,300974
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,381427,184435,565862
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,196098,95736,291834
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,236741,47007,283748
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,375738,129653,505391
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,420141,160080,580221
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,22600,,22600
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,39728,15296,55024
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,48000,18757,66757
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,790047,414775,1204822
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,263880,97023,360903
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,30000,12597,42597
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,130000,58438,188438
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,301094,74678,375772
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,189199,99330,288529
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,279833,22310,302143
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,52593,23213,75806
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,193310,94780,288090
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,455712,243207,698919
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,143750,69375,213125
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,451724,136327,588051
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,778485,404552,1183037
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,125000,67500,192500
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,147508,35199,182707
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,120625,57389,178014
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,167265,60737,228002
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,238991,16652,234803
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,249305,103516,352821
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,106875,56109,162984
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,232650,122141,354791
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,47450,24911,72361
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,193000,101325,294325
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,238083,49765,287848
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,30090,16249,46339
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,147766,70824,218590
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,41272,,41272
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,165951,87124,253075
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,142002,50455,192457
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,150000,65764,215764
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,62405,27240,89645
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,269409,141440,410849
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,176106,70907,247013
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,118090,37537,155627
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,388812,73394,462206
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,183350,89559,272909
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,1147688,397332,1545020
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,128660,67546,196206
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,450933,101927,552860
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,148921,77713,226634
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,198617,89119,287736
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,117500,63450,180950
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,57734,,57734
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,330696,169587,500283
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,141721,76529,218250
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,437125,116920,554045
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,250000,131994,381994
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,238070,121949,360019
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,118625,50208,168833
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,264186,124207,388393
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,374181,196445,570626
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,834457,429981,1264438
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,652041,317436,969477
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,283779,100432,384211
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,225000,95337,320337
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,211121,66705,277826
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,859500,247387,1106887
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,230000,90208,320208
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,142500,66757,209257
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,238000,124950,362950
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,187828,35569,223397
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,212489,84362,296851
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,144000,67787,211787
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,235659,49498,285157
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,154640,83699,238339
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,32542,,32542
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,888075,206070,1094145
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,42232,,42232
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,119419,64535,183954
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,964,521,1485
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,261800,137445,399245
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,903781,458350,1362131
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,542584,147080,689664
